"상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","엑스좌표_값","와이좌표_값","자치구_코드","자치구_코드_명","행정동_코드","행정동_코드_명","영역_면적"
"A","골목상권","3110040","중구회현체육센터(정화예술대남산캠퍼스)","198420","450734","11140","중구","11140540","회현동","76242"
"A","골목상권","3110041","남산케이블카","198659","450764","11140","중구","11140550","명동","130560"
"A","골목상권","3110042","남산골공원옆","199565","450784","11140","중구","11140570","필동","72607"
"A","골목상권","3110043","충무초등학교","200090","451226","11140","중구","11140580","장충동","110058"
"A","골목상권","3110044","관성묘","200294","451298","11140","중구","11140580","장충동","29575"
"A","골목상권","3110045","동대문역사문화공원역 5번","200434","451428","11140","중구","11140580","장충동","44820"
"A","골목상권","3110046","버티고개","200514","450225","11140","중구","11140625","다산동","58013"
"A","골목상권","3110047","다산성곽길","200639","450609","11140","중구","11140625","다산동","85386"
"A","골목상권","3110048","장충동주민센터","200749","451274","11140","중구","11140580","장충동","135606"
"A","골목상권","3110049","장충단 고개","200898","450889","11140","중구","11140625","다산동","70693"
"A","골목상권","3110053","청구역 1번","201118","451376","11140","중구","11140615","신당동","85550"
"A","골목상권","3110054","청구역 3번","201174","450806","11140","중구","11140645","청구동","69155"
"A","골목상권","3110055","황학동벼룩시장","201642","452260","11140","중구","11140670","황학동","27575"
"A","골목상권","3110056","신당역 3번","201855","451480","11140","중구","11140650","신당5동","129607"
"A","골목상권","3110079","후암동주민센터","198162","450065","11170","용산구","11170510","후암동","293041"
"A","골목상권","3110080","해방촌예술마을","198518","449757","11170","용산구","11170510","후암동","134562"
"A","골목상권","3110081","해방촌 남동측","198634","449401","11170","용산구","11170520","용산2가동","105010"
"A","골목상권","3110050","약수역 7번","200868","450316","11140","중구","11140635","약수동","34553"
"A","골목상권","3110051","한양공고앞 교차로","200997","451576","11140","중구","11140615","신당동","44893"
"A","골목상권","3110052","장충초등학교","201128","451117","11140","중구","11140625","다산동","68893"
"A","골목상권","3110060","효창공원앞역 6번","196339","448750","11170","용산구","11170590","용문동","94719"
"A","골목상권","3110061","효창동주민센터","196409","449179","11170","용산구","11170580","효창동","100249"
"A","골목상권","3110062","한강로동땡땡거리(은행나무길)","196643","447278","11170","용산구","11170625","한강로동","132684"
"A","골목상권","3110063","효창공원앞역 5번","196702","448664","11170","용산구","11170590","용문동","110329"
"A","골목상권","3110064","효창공원앞역 2번","196816","449203","11170","용산구","11170580","효창동","131550"
"A","골목상권","3110082","용산구청","199212","448107","11170","용산구","11170650","이태원1동","71140"
"A","골목상권","3110083","서빙고역 1번","199271","446786","11170","용산구","11170690","서빙고동","58652"
"A","골목상권","3110084","경리단길북측","199236","449136","11170","용산구","11170660","이태원2동","225725"
"A","골목상권","3110085","경리단길남측","199260","448806","11170","용산구","11170660","이태원2동","181830"
"A","골목상권","3110086","이태원역 북측","199383","448588","11170","용산구","11170650","이태원1동","133757"
"A","골목상권","3110065","남정초등학교","196844","448550","11170","용산구","11170560","원효로1동","18065"
"A","골목상권","3110066","서울역 15번","197079","450403","11170","용산구","11170555","청파동","133737"
"A","골목상권","3110067","배문고등학교","197116","449954","11170","용산구","11170555","청파동","204936"
"A","골목상권","3110068","남영역 1번","197107","449013","11170","용산구","11170560","원효로1동","145312"
"A","골목상권","3110069","숙대입구","197161","449524","11170","용산구","11170555","청파동","173542"
"A","골목상권","3110070","용산세무서","197188","447141","11170","용산구","11170625","한강로동","8437"
"A","골목상권","3110071","한강미주맨션아파트","197152","446831","11170","용산구","11170630","이촌1동","27783"
"A","골목상권","3110072","열정도","197247","448836","11170","용산구","11170560","원효로1동","18090"
"A","골목상권","3110073","삼각지역 3번","197578","447973","11170","용산구","11170625","한강로동","41421"
"A","골목상권","3110074","서울역 12번","197716","450166","11170","용산구","11170530","남영동","105922"
"A","골목상권","3110075","숙대입구역 1번","197679","449714","11170","용산구","11170530","남영동","128905"
"A","골목상권","3110076","삼각지역 14번","197737","448386","11170","용산구","11170625","한강로동","8989"
"A","골목상권","3110077","삼광초등학교","197919","449884","11170","용산구","11170510","후암동","45797"
"A","골목상권","3110078","이촌동점보아파트","198068","446532","11170","용산구","11170630","이촌1동","14864"
"A","골목상권","3110110","상왕십리역 6번","202454","451618","11200","성동구","11200520","왕십리2동","51942"
"A","골목상권","3110111","대현산장미원","202636","450338","11200","성동구","11200580","응봉동","19485"
"A","골목상권","3110087","이태원엔틱가구거리","199502","448055","11170","용산구","11170650","이태원1동","52542"
"A","골목상권","3110088","오산고등학교","199685","447296","11170","용산구","11170690","서빙고동","96560"
"A","골목상권","3110089","서빙고동주민센터","199668","446947","11170","용산구","11170690","서빙고동","105979"
"A","골목상권","3110090","한국폴리텍대학서울정수캠퍼스","199734","447571","11170","용산구","11170700","보광동","97059"
"A","골목상권","3110091","리움미술관","199856","448602","11170","용산구","11170685","한남동","55141"
"A","골목상권","3110092","NH농협은행 보광동지점","199990","447728","11170","용산구","11170700","보광동","105153"
"A","골목상권","3110093","우사단길","200024","448092","11170","용산구","11170685","한남동","234768"
"A","골목상권","3110094","오산중학교","200102","447300","11170","용산구","11170700","보광동","21603"
"A","골목상권","3110095","한강진역 3번","200198","448658","11170","용산구","11170685","한남동","149192"
"A","골목상권","3110096","한남힐사이드아파트","200260","449313","11170","용산구","11170685","한남동","50068"
"A","골목상권","3110097","한남초등학교","200536","448696","11170","용산구","11170685","한남동","7814"
"A","골목상권","3110098","서울독일학교","200952","448510","11170","용산구","11170685","한남동","41414"
"A","골목상권","3110099","유엔빌리지길","201076","448324","11170","용산구","11170685","한남동","263187"
"A","골목상권","3110100","옥수동우편취급국","200870","449042","11200","성동구","11200645","옥수동","26060"
"A","골목상권","3110101","옥정중학교","201109","449012","11200","성동구","11200645","옥수동","23818"
"A","골목상권","3110102","옥수역 6번","201423","449294","11200","성동구","11200645","옥수동","34682"
"A","골목상권","3110103","옥수터널","201450","449586","11200","성동구","11200620","금호4가동","19057"
"A","골목상권","3110104","신금호역 4번","201782","450233","11200","성동구","11200615","금호2?3가동","66838"
"A","골목상권","3110108","성동구립금호도서관","202208","450534","11200","성동구","11200590","금호1가동","11778"
"A","골목상권","3110109","금호삼성래미안아파트","202316","450083","11200","성동구","11200590","금호1가동","29788"
"A","골목상권","3110129","성원어린이공원","204438","450088","11200","성동구","11200660","성수1가2동","70693"
"A","골목상권","3110130","답십리역 6번","204631","451780","11200","성동구","11200790","용답동","43065"
"A","골목상권","3110131","성수동카페거리","204716","449234","11200","성동구","11200670","성수2가1동","131865"
"A","골목상권","3110132","성수2가3동주민센터","204767","449989","11200","성동구","11200690","성수2가3동","76450"
"A","골목상권","3110136","경수초등학교","205299","449009","11200","성동구","11200670","성수2가1동","260628"
"A","골목상권","3110105","금동어린이공원","202076","449956","11200","성동구","11200615","금호2?3가동","69009"
"A","골목상권","3110106","금북초등학교","202140","450763","11200","성동구","11200590","금호1가동","21366"
"A","골목상권","3110107","금호사거리","202203","449734","11200","성동구","11200620","금호4가동","22191"
"A","골목상권","3110112","행당역 2번","202776","451078","11200","성동구","11200560","행당1동","68591"
"A","골목상권","3110113","응봉산","202786","449918","11200","성동구","11200580","응봉동","89115"
"A","골목상권","3110114","왕십리파출소","202776","451985","11200","성동구","11200535","왕십리도선동","27058"
"A","골목상권","3110133","서울교통공사","205004","451461","11200","성동구","11200790","용답동","80187"
"A","골목상권","3110134","성수119안전센터","205062","448509","11200","성동구","11200670","성수2가1동","222826"
"A","골목상권","3110135","성동세무서","205254","449984","11200","성동구","11200720","송정동","136762"
"A","골목상권","3110115","상왕십리역 3번","202799","451762","11200","성동구","11200535","왕십리도선동","80878"
"A","골목상권","3110116","청계천박물관","203093","452318","11200","성동구","11200540","마장동","98083"
"A","골목상권","3110117","성동구보건소","203124","451949","11200","성동구","11200540","마장동","49735"
"A","골목상권","3110118","왕십리역 9번","203170","450924","11200","성동구","11200560","행당1동","63575"
"A","골목상권","3110119","마장지하차도","203308","451914","11200","성동구","11200540","마장동","22524"
"A","골목상권","3110120","서울숲카페거리","203629","449746","11200","성동구","11200660","성수1가2동","34852"
"A","골목상권","3110121","한양대역 4번","203699","450806","11200","성동구","11200550","사근동","29267"
"A","골목상권","3110122","마장역 2번","203900","452033","11200","성동구","11200540","마장동","80335"
"A","골목상권","3110123","마장역 3번","203977","451906","11200","성동구","11200540","마장동","169553"
"A","골목상권","3110124","뚝섬역교차로","204001","450061","11200","성동구","11200660","성수1가2동","79596"
"A","골목상권","3110125","사근동살곶이상점가","204116","451277","11200","성동구","11200550","사근동","128923"
"A","골목상권","3110126","서울숲역 1번","204113","449554","11200","성동구","11200650","성수1가1동","18531"
"A","골목상권","3110127","성수1가1동주민센터","204367","449119","11200","성동구","11200650","성수1가1동","38774"
"A","골목상권","3110128","성원중학교","204412","448741","11200","성동구","11200650","성수1가1동","247340"
"A","골목상권","3110157","자양동우체국","207135","447836","11215","광진구","11215830","자양2동","115158"
"A","골목상권","3110158","중곡3동주민센터","207154","452135","11215","광진구","11215760","중곡3동","166799"
"A","골목상권","3110159","구의역 4번","207146","448388","11215","광진구","11215820","자양1동","210895"
"A","골목상권","3110160","광진경찰서","207370","449364","11215","광진구","11215850","구의1동","47848"
"A","골목상권","3110137","성수초등학교","205519","449630","11200","성동구","11200690","성수2가3동","330983"
"A","골목상권","3110138","송정체육공원","205936","450143","11200","성동구","11200720","송정동","102074"
"A","골목상권","3110139","자양4동주민센터","205610","448404","11215","광진구","11215847","자양4동","155861"
"A","골목상권","3110140","건대입구역 6번","205807","448790","11215","광진구","11215847","자양4동","179746"
"A","골목상권","3110141","건대입구역 1번","205871","449295","11215","광진구","11215710","화양동","67458"
"A","골목상권","3110142","화양사거리","206028","449645","11215","광진구","11215710","화양동","116892"
"A","골목상권","3110144","어린이대공원역 4번","206355","449631","11215","광진구","11215710","화양동","42830"
"A","골목상권","3110145","장안초등학교","206431","449938","11215","광진구","11215730","군자동","14956"
"A","골목상권","3110146","신자초등학교","206474","448005","11215","광진구","11215840","자양3동","106885"
"A","골목상권","3110147","능동우편취급국","206519","450742","11215","광진구","11215730","군자동","157029"
"A","골목상권","3110148","어린이대공원역 3번","206673","449538","11215","광진구","11215710","화양동","45757"
"A","골목상권","3110149","세종대학교","206730","450336","11215","광진구","11215730","군자동","45957"
"A","골목상권","3110150","중곡1동 마을마당","206780","451324","11215","광진구","11215740","중곡1동","159510"
"A","골목상권","3110151","자양한강도서관","206813","447963","11215","광진구","11215830","자양2동","107574"
"A","골목상권","3110152","중곡어린이공원","206897","451708","11215","광진구","11215740","중곡1동","50806"
"A","골목상권","3110153","중곡1동주민센터","207018","451220","11215","광진구","11215740","중곡1동","50068"
"A","골목상권","3110156","군자역 5번","207110","450472","11215","광진구","11215780","능동","153696"
"A","골목상권","3110174","아차산역 1번","208044","450658","11215","광진구","11215770","중곡4동","103458"
"A","골목상권","3110175","푸른동산공원","208057","449077","11215","광진구","11215870","구의3동","96115"
"A","골목상권","3110178","장로회신학대학교","209139","449838","11215","광진구","11215810","광장동","45933"
"A","골목상권","3110179","광나루역 1번","209122","449629","11215","광진구","11215810","광장동","42085"
"A","골목상권","3110154","광진정말공원","206980","448178","11215","광진구","11215820","자양1동","102102"
"A","골목상권","3110155","광진구청","207007","448746","11215","광진구","11215820","자양1동","97314"
"A","골목상권","3110161","중곡역 3번","207394","452066","11215","광진구","11215760","중곡3동","141901"
"A","골목상권","3110162","군자역 4번","207315","450952","11215","광진구","11215750","중곡2동","70945"
"A","골목상권","3110143","뚝섬유원지역 1번","206062","448266","11215","광진구","11215840","자양3동","8061"
"A","골목상권","3110176","해오름공원","208142","450925","11215","광진구","11215770","중곡4동","135318"
"A","골목상권","3110177","동의초등학교","208409","450329","11215","광진구","11215860","구의2동","29079"
"A","골목상권","3110163","성자초등학교","207457","447914","11215","광진구","11215830","자양2동","66483"
"A","골목상권","3110164","아차산역 5번","207531","450418","11215","광진구","11215780","능동","85050"
"A","골목상권","3110165","국립정신건강센터","207575","451405","11215","광진구","11215750","중곡2동","95687"
"A","골목상권","3110166","구의1동주민센터","207558","449057","11215","광진구","11215850","구의1동","131620"
"A","골목상권","3110167","용마초등학교","207600","450940","11215","광진구","11215750","중곡2동","154354"
"A","골목상권","3110168","대원고등학교","207751","451529","11215","광진구","11215770","중곡4동","58514"
"A","골목상권","3110169","성동초등학교","207787","448123","11215","광진구","11215830","자양2동","75500"
"A","골목상권","3110170","동대부여고","207834","449143","11215","광진구","11215850","구의1동","120727"
"A","골목상권","3110171","중곡4동주민센터","207882","451145","11215","광진구","11215770","중곡4동","47879"
"A","골목상권","3110172","광진초등학교","207912","449734","11215","광진구","11215860","구의2동","95499"
"A","골목상권","3110173","구남초등학교","208034","448444","11215","광진구","11215870","구의3동","49267"
"A","골목상권","3110180","광진정보도서관","209612","449948","11215","광진구","11215810","광장동","74699"
"A","골목상권","3110181","신설동역 9번","202420","452524","11230","동대문구","11230536","용신동","141747"
"A","골목상권","3110182","용두희망어린이공원","202420","453440","11230","동대문구","11230536","용신동","59118"
"A","골목상권","3110183","한국의류시험연구원","202502","453159","11230","동대문구","11230536","용신동","43441"
"A","골목상권","3110206","텃골근린공원","204578","453280","11230","동대문구","11230560","전농1동","100623"
"A","골목상권","3110207","시립대앞사거리","204615","453829","11230","동대문구","11230560","전농1동","29327"
"A","골목상권","3110208","시조사삼거리","204642","454283","11230","동대문구","11230710","회기동","42223"
"A","골목상권","3110209","답십리 장령당공원","204595","452273","11230","동대문구","11230600","답십리1동","27972"
"A","골목상권","3110184","용두사거리","202616","453006","11230","동대문구","11230536","용신동","24379"
"A","골목상권","3110185","용두초등학교","202597","452773","11230","동대문구","11230536","용신동","28847"
"A","골목상권","3110186","종암초등학교","202689","453592","11230","동대문구","11230545","제기동","22890"
"A","골목상권","3110187","제기동역 6번","202876","452949","11230","동대문구","11230536","용신동","159981"
"A","골목상권","3110188","용두동신동아아파트","202873","452509","11230","동대문구","11230536","용신동","152517"
"A","골목상권","3110189","제기동역 1번","202945","453360","11230","동대문구","11230545","제기동","88499"
"A","골목상권","3110190","고대앞사거리","203021","453940","11230","동대문구","11230545","제기동","101416"
"A","골목상권","3110195","동대문구청","203596","452957","11230","동대문구","11230536","용신동","115383"
"A","골목상권","3110196","홍릉근린공원","203626","454245","11230","동대문구","11230705","청량리동","37314"
"A","골목상권","3110197","세종대왕기념관교차로","203649","454572","11230","동대문구","11230705","청량리동","24771"
"A","골목상권","3110198","동대문중앙새마을금고본점","203744","453658","11230","동대문구","11230545","제기동","16140"
"A","골목상권","3110199","홍릉시장","203766","453910","11230","동대문구","11230545","제기동","69877"
"A","골목상권","3110200","동대문경찰서","203921","453959","11230","동대문구","11230705","청량리동","35357"
"A","골목상권","3110201","전농119안전센터","204076","452936","11230","동대문구","11230560","전농1동","24149"
"A","골목상권","3110202","전농1동주민센터(전농시장)","204193","453064","11230","동대문구","11230560","전농1동","29821"
"A","골목상권","3110203","떡전교사거리","204277","453931","11230","동대문구","11230705","청량리동","46180"
"A","골목상권","3110191","고려대역 6번","203181","454240","11230","동대문구","11230545","제기동","79173"
"A","골목상권","3110192","동의보감타워","203304","453083","11230","동대문구","11230536","용신동","33231"
"A","골목상권","3110193","고려대역 4번","203326","454482","11230","동대문구","11230545","제기동","67780"
"A","골목상권","3110194","홍파초등학교","203549","453894","11230","동대문구","11230545","제기동","87946"
"A","골목상권","3110204","간데메공원","204495","452665","11230","동대문구","11230600","답십리1동","122554"
"A","골목상권","3110205","경희대삼거리","204533","454605","11230","동대문구","11230710","회기동","88816"
"A","골목상권","3110228","장안근린공원","206152","452923","11230","동대문구","11230660","장안2동","177937"
"A","골목상권","3110229","장평중학교","206184","451672","11230","동대문구","11230650","장안1동","205648"
"A","골목상권","3110230","장안현대홈타운1차아파트","206324","452165","11230","동대문구","11230660","장안2동","79796"
"A","골목상권","3110231","장안교","206478","453482","11230","동대문구","11230660","장안2동","8256"
"A","골목상권","3110232","동대부고","206490","453086","11230","동대문구","11230660","장안2동","104535"
"A","골목상권","3110223","군자초등학교","205576","451597","11230","동대문구","11230650","장안1동","43581"
"A","골목상권","3110224","외대앞역 2번","205611","454967","11230","동대문구","11230720","휘경1동","45770"
"A","골목상권","3110225","촬영소사거리","205617","452236","11230","동대문구","11230610","답십리2동","54806"
"A","골목상권","3110210","서울시립대","204784","454008","11230","동대문구","11230560","전농1동","110970"
"A","골목상권","3110211","전곡마을마당공원","204828","453365","11230","동대문구","11230560","전농1동","126403"
"A","골목상권","3110212","답십리초등학교","204987","452276","11230","동대문구","11230600","답십리1동","80982"
"A","골목상권","3110213","청량초등학교","205004","454831","11230","동대문구","11230740","이문1동","35455"
"A","골목상권","3110214","경희대후문","204987","455329","11230","동대문구","11230740","이문1동","79862"
"A","골목상권","3110215","회기역 1번","205156","454641","11230","동대문구","11230720","휘경1동","51478"
"A","골목상권","3110216","전농중학교","205156","453263","11230","동대문구","11230570","전농2동","65069"
"A","골목상권","3110217","자동차부품상가","205207","451743","11230","동대문구","11230610","답십리2동","56649"
"A","골목상권","3110218","답십리사거리","205138","452341","11230","동대문구","11230610","답십리2동","82160"
"A","골목상권","3110219","삼육보건대학교","205315","454241","11230","동대문구","11230730","휘경2동","179445"
"A","골목상권","3110220","외대앞역 1번","205403","455074","11230","동대문구","11230740","이문1동","98625"
"A","골목상권","3110221","의릉","205397","456047","11290","성북구","11290810","석관동","47130"
"A","골목상권","3110222","회기역 2번","205428","454564","11230","동대문구","11230720","휘경1동","10334"
"A","골목상권","3110226","장안1동주민센터","205884","452160","11230","동대문구","11230650","장안1동","285861"
"A","골목상권","3110227","답십리공원","205920","452959","11230","동대문구","11230610","답십리2동","55458"
"A","골목상권","3110254","오거리공원","207331","453019","11260","중랑구","11260570","면목7동","165615"
"A","골목상권","3110255","상봉역 4번","207311","454906","11260","중랑구","11260590","상봉2동","191245"
"A","골목상권","3110233","중랑역 1번","206528","455158","11260","중랑구","11260610","중화2동","124330"
"A","골목상권","3110234","중랑역 4번","206502","454920","11260","중랑구","11260610","중화2동","58421"
"A","골목상권","3110235","세화어린이공원","206594","455445","11260","중랑구","11260610","중화2동","32631"
"A","골목상권","3110236","신묵초등학교","206616","456591","11260","중랑구","11260630","묵2동","180650"
"A","골목상권","3110237","메가박스 상봉","206601","454652","11260","중랑구","11260520","면목2동","124410"
"A","골목상권","3110238","배꽃어린이공원","206668","456017","11260","중랑구","11260610","중화2동","29174"
"A","골목상권","3110239","중랑역 2번","206763","455188","11260","중랑구","11260610","중화2동","10368"
"A","골목상권","3110243","중랑노인종합복지관","206888","454287","11260","중랑구","11260520","면목2동","128302"
"A","골목상권","3110244","중화역 4번","206912","455985","11260","중랑구","11260610","중화2동","63066"
"A","골목상권","3110245","KB국민은행 중화동지점","206956","455282","11260","중랑구","11260610","중화2동","62374"
"A","골목상권","3110246","월드순복음교회","206971","454832","11260","중랑구","11260590","상봉2동","87353"
"A","골목상권","3110247","먹골역 1번","207001","456738","11260","중랑구","11260620","묵1동","148439"
"A","골목상권","3110248","먹골파출소","207107","457297","11260","중랑구","11260620","묵1동","37643"
"A","골목상권","3110249","중화역 1번","207071","456080","11260","중랑구","11260600","중화1동","170317"
"A","골목상권","3110250","화랑대역 7번","207225","457577","11260","중랑구","11260620","묵1동","39367"
"A","골목상권","3110240","태릉시장 특화거리","206782","455390","11260","중랑구","11260610","중화2동","45536"
"A","골목상권","3110241","먹골역 5번","206829","456519","11260","중랑구","11260630","묵2동","99076"
"A","골목상권","3110242","면목5동주민센터","206907","453904","11260","중랑구","11260550","면목5동","105010"
"A","골목상권","3110251","장안중학교","207245","455571","11260","중랑구","11260600","중화1동","90556"
"A","골목상권","3110252","장안제일시장","207210","453972","11260","중랑구","11260550","면목5동","121544"
"A","골목상권","3110253","중곡초등학교","207294","452626","11260","중랑구","11260540","면목4동","86503"
"A","골목상권","3110277","러스크서울병원","209068","455483","11260","중랑구","11260655","망우본동","118173"
"A","골목상권","3110278","망우본동주민센터","209142","455775","11260","중랑구","11260655","망우본동","137523"
"A","골목상권","3110272","신내1동주민센터","208691","456291","11260","중랑구","11260680","신내1동","146352"
"A","골목상권","3110273","장스여성병원","208719","455672","11260","중랑구","11260680","신내1동","69230"
"A","골목상권","3110256","면목2동체육관","207297","454482","11260","중랑구","11260520","면목2동","221861"
"A","골목상권","3110257","상봉역 7번","207583","455462","11260","중랑구","11260580","상봉1동","114328"
"A","골목상권","3110258","면동초등학교","207582","454086","11260","중랑구","11260565","면목본동","111432"
"A","골목상권","3110259","사가정역 1번","207605","453638","11260","중랑구","11260575","면목3?8동","86298"
"A","골목상권","3110260","면목역 3번","207615","454450","11260","중랑구","11260565","면목본동","65941"
"A","골목상권","3110261","사가정역 4번","207796","453176","11260","중랑구","11260570","면목7동","109503"
"A","골목상권","3110262","상봉역 3번","207850","454983","11260","중랑구","11260590","상봉2동","121975"
"A","골목상권","3110263","면목역 1번","207934","454695","11260","중랑구","11260565","면목본동","152104"
"A","골목상권","3110264","면목역 2번","208090","454193","11260","중랑구","11260565","면목본동","216948"
"A","골목상권","3110265","망우역 1번","208182","455535","11260","중랑구","11260580","상봉1동","164846"
"A","골목상권","3110266","면목동우체국","208094","453739","11260","중랑구","11260575","면목3?8동","114047"
"A","골목상권","3110267","망우역 2번","207896","455693","11260","중랑구","11260580","상봉1동","125682"
"A","골목상권","3110268","망우3동주민센터","208341","454702","11260","중랑구","11260660","망우3동","71237"
"A","골목상권","3110269","용마문화복지센터","208386","454301","11260","중랑구","11260575","면목3?8동","50066"
"A","골목상권","3110270","혜원여고","208593","454695","11260","중랑구","11260660","망우3동","35644"
"A","골목상권","3110271","신내역 1번","208737","457334","11260","중랑구","11260680","신내1동","112596"
"A","골목상권","3110274","서일대학교","208722","454449","11260","중랑구","11260575","면목3?8동","164098"
"A","골목상권","3110275","하나은행 망우동지점","208807","455418","11260","중랑구","11260655","망우본동","35477"
"A","골목상권","3110276","신내IC북측","209033","457638","11260","중랑구","11260680","신내1동","118914"
"A","골목상권","3110320","KB국민은행 종암동지점","203263","455041","11290","성북구","11290705","종암동","52907"
"A","골목상권","3110321","동덕여대","203580","456395","11290","성북구","11290715","월곡1동","8750"
"A","골목상권","3110322","장위1동주민센터","203690","457290","11290","성북구","11290760","장위1동","84262"
"A","골목상권","3110323","상월곡역 1번","203943","456250","11290","성북구","11290725","월곡2동","83644"
"A","골목상권","3110279","신내역 2번","209821","457041","11260","중랑구","11260680","신내1동","481217"
"A","골목상권","3110280","북정마을","199134","454845","11290","성북구","11290525","성북동","151078"
"A","골목상권","3110281","길상사","199476","455329","11290","성북구","11290525","성북동","244583"
"A","골목상권","3110282","국민대학교앞","199894","456476","11290","성북구","11290640","정릉3동","69438"
"A","골목상권","3110283","성북초등학교앞","199941","454796","11290","성북구","11290525","성북동","42242"
"A","골목상권","3110284","정릉북한산국립공원입구","199916","457667","11290","성북구","11290650","정릉4동","57402"
"A","골목상권","3110285","홍대부중","200122","454958","11290","성북구","11290525","성북동","90071"
"A","골목상권","3110286","한성대입구역 5번","200267","454472","11290","성북구","11290525","성북동","112177"
"A","골목상권","3110287","정릉3동주민센터","200322","456640","11290","성북구","11290640","정릉3동","60168"
"A","골목상권","3110288","동구여중","200468","454617","11290","성북구","11290525","성북동","82760"
"A","골목상권","3110289","북한산보국문역 2번","200613","456596","11290","성북구","11290640","정릉3동","162270"
"A","골목상권","3110290","북한산보국문역 1번","200797","457090","11290","성북구","11290650","정릉4동","45706"
"A","골목상권","3110298","솔숲어린이공원","201379","456103","11290","성북구","11290620","정릉1동","37902"
"A","골목상권","3110299","정릉역 1번","201588","455814","11290","성북구","11290620","정릉1동","140910"
"A","골목상권","3110300","삼선동주민센터","201728","454413","11290","성북구","11290600","안암동","155662"
